# ----------------------------------------
# Bike MS - Luminate Pages
# Landing Pages
# 20160401-20171214
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Bike Registration - Join Team from Team Page (Goal 4 Conversion Rate),Bike Registration - Join Team from Team Page (Goal 4 Completions),Bike Registration - Join Team from Team Page (Goal 4 Value)
/site/Donation2?58752.donation=form1&idb=62141358&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16196490&PROXY_TYPE=20&NONCE_TOKEN=4E36B2C22C7461AF60642657D10340CA,35,71.43%,25,34.29%,1.77,00:02:31,0.00%,0,$0.00
/site/Donation2?idb=100874652&df_id=58830&FR_ID=29059&mfc_pref=T&PROXY_ID=4223969&58830.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=3D2A66BAC3D50F454FC18E01D851A0B9,35,74.29%,26,22.86%,2.23,00:04:23,0.00%,0,$0.00
/site/Donation2?idb=1039392940&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=12223736&PROXY_TYPE=20&55952.donation=form1&idb=145078551,35,100.00%,35,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=1154815979&df_id=58830&FR_ID=29059&mfc_pref=T&PROXY_ID=4242229&58830.donation=form1&PROXY_TYPE=20&amp;df_id=58830&idb=344661326&amp;FR_ID=29059&amp;PROXY_ID=4242229&amp;58830.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,35,51.43%,18,45.71%,1.80,00:04:27,0.00%,0,$0.00
/site/Donation2?idb=1182168463&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=14659313&55821.donation=form1&PROXY_TYPE=20,35,2.86%,1,94.29%,1.06,00:00:43,0.00%,0,$0.00
/site/Donation2?idb=1482531699&df_id=57786&FR_ID=28207&mfc_pref=T&PROXY_ID=13016226&57786.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=E0B5F9B43905A63778554612D8F28DFE&s_subsrc=bfIphFbPfSched&s_src=boundlessfundraising,35,71.43%,25,48.57%,1.66,00:01:21,0.00%,0,$0.00
/site/Donation2?idb=1634358209&df_id=55846&FR_ID=27003&mfc_pref=T&PROXY_ID=13617714&55846.donation=form1&PROXY_TYPE=20,35,48.57%,17,2.86%,1.94,00:03:36,0.00%,0,$0.00
/site/Donation2?idb=1880004347&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=2673892&57754.donation=form1&PROXY_TYPE=20&amp;df_id=57754&idb=625737885&amp;FR_ID=28791&amp;57754.donation=root&amp;PROXY_ID=2673892&amp;PROXY_TYPE=20&amp;mfc_pref=T,35,80.00%,28,0.00%,3.23,00:03:02,0.00%,0,$0.00
/site/Donation2?idb=2052781926&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=1775107&55821.donation=form1&PROXY_TYPE=20&s_tafId=545991,35,2.86%,1,91.43%,1.11,00:01:38,0.00%,0,$0.00
/site/Donation2?idb=2128601330&df_id=58223&58223.donation=form1&FR_ID=28892&mfc_pref=T&PROXY_ID=6717417&PROXY_TYPE=20,35,85.71%,30,28.57%,1.83,00:01:50,0.00%,0,$0.00
/site/Donation2?idb=292559679&df_id=58231&FR_ID=28894&mfc_pref=T&58231.donation=form1&PROXY_ID=13489044&PROXY_TYPE=20&amp;df_id=58231&idb=1789581322&amp;58231.donation=root&amp;FR_ID=28894&amp;PROXY_ID=13489044&amp;PROXY_TYPE=20&amp;mfc_pref=T,35,82.86%,29,11.43%,2.31,00:02:50,0.00%,0,$0.00
/site/Donation2?idb=293886153&df_id=58559&FR_ID=28940&mfc_pref=T&PROXY_ID=15394416&PROXY_TYPE=20&58559.donation=form1&NONCE_TOKEN=6903FC19320DBE71467D9C9E58B37A6C,35,22.86%,8,34.29%,2.43,00:04:47,0.00%,0,$0.00
/site/Donation2?idb=591463578&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15582618&PROXY_TYPE=20,35,71.43%,25,25.71%,2.00,00:03:11,0.00%,0,$0.00
/site/Donation2?idb=65994327&df_id=57196&FR_ID=27923&mfc_pref=T&PROXY_ID=13537476&PROXY_TYPE=20&57196.donation=form1,35,71.43%,25,60.00%,1.86,00:02:03,0.00%,0,$0.00
/site/Donation2?idb=707224275&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=11913339&PROXY_TYPE=20,35,65.71%,23,42.86%,2.06,00:02:15,0.00%,0,$0.00
/site/Donation2?idb=713347097&df_id=58140&58140.donation=form1&FR_ID=28847&mfc_pref=T&PROXY_ID=8402835&PROXY_TYPE=20,35,85.71%,30,8.57%,2.37,00:02:37,0.00%,0,$0.00
/site/Donation2?idb=89815510&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=11277435&55820.donation=form1&PROXY_TYPE=20,35,88.57%,31,0.00%,3.46,00:05:26,0.00%,0,$0.00
/site/Donation2?idb=904347598&df_id=57134&FR_ID=27905&mfc_pref=T&PROXY_ID=4223969&PROXY_TYPE=20&57134.donation=form1,35,77.14%,27,25.71%,2.31,00:03:31,0.00%,0,$0.00
/site/Donation2?idb=922829851&df_id=58228&FR_ID=28893&mfc_pref=T&PROXY_ID=5965554&58228.donation=form1&PROXY_TYPE=20,35,71.43%,25,22.86%,2.11,00:04:12,0.00%,0,$0.00
/site/Donation2?idb=92796580&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=6216920&55820.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,35,2.86%,1,0.00%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=987556532&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15609967&PROXY_TYPE=20,35,54.29%,19,57.14%,1.63,00:01:24,0.00%,0,$0.00
/site/PageNavigator/BIKE_UTU_Results_150_Club.html,35,85.71%,30,60.00%,1.37,00:00:30,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_MOS_Bike_Ride_Weekend,35,2.86%,1,2.86%,2.23,00:02:11,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_NJM_homepageparamus,35,65.71%,23,57.14%,3.09,00:03:00,5.71%,2,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&autologin=true&fr_id=27178,35,34.29%,12,14.29%,2.06,00:03:26,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=28311,35,11.43%,4,45.71%,1.31,00:02:20,2.86%,1,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_view=report-personal&pc2_page=progress&fr_id=27249,35,20.00%,7,28.57%,2.60,00:04:25,0.00%,0,$0.00
/site/Donation2?55828.donation=form1&idb=1279701994&df_id=55828&FR_ID=27092&mfc_pref=T&PROXY_ID=12632401&PROXY_TYPE=20,34,88.24%,30,20.59%,2.38,00:02:59,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=1462179610&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=10069682&PROXY_TYPE=20,34,64.71%,22,35.29%,1.56,00:03:30,0.00%,0,$0.00
/site/Donation2?57825.donation=form1&idb=1719398715&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=13822676&PROXY_TYPE=20,34,82.35%,28,17.65%,1.71,00:01:44,0.00%,0,$0.00
/site/Donation2?57857.donation=form1&idb=938978034&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=4078322&PROXY_TYPE=20&amp;df_id=57857&amp;FR_ID=28283&amp;PROXY_ID=4078322&57857.donation=root&amp;PROXY_TYPE=20&amp;idb=1741048440&amp;mfc_pref=T,34,76.47%,26,8.82%,2.12,00:03:16,0.00%,0,$0.00
/site/Donation2?idb=1011378491&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=8975698&PROXY_TYPE=20&55952.donation=form1,34,82.35%,28,44.12%,2.65,00:02:41,0.00%,0,$0.00
/site/Donation2?idb=1099466922&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=8476015&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,34,50.00%,17,8.82%,2.65,00:02:11,0.00%,0,$0.00
/site/Donation2?idb=1150375310&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=7714468&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,34,58.82%,20,55.88%,2.21,00:04:18,0.00%,0,$0.00
/site/Donation2?idb=1273384963&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=12554187&PROXY_TYPE=20&55952.donation=form1&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,34,73.53%,25,76.47%,1.65,00:01:58,0.00%,0,$0.00
/site/Donation2?idb=1404527370&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=15179186&55820.donation=form1&PROXY_TYPE=20,34,58.82%,20,32.35%,2.21,00:02:58,0.00%,0,$0.00
/site/Donation2?idb=1447470856&df_id=57897&57897.donation=form1&FR_ID=28311&mfc_pref=T&PROXY_ID=16112562&PROXY_TYPE=20&NONCE_TOKEN=A86055CFBD548459BEBC0025B868823B&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,34,73.53%,25,23.53%,2.12,00:02:58,0.00%,0,$0.00
/site/Donation2?idb=1731282061&df_id=55827&FR_ID=27178&mfc_pref=T&PROXY_ID=1741624&PROXY_TYPE=20&55827.donation=form1,34,85.29%,29,52.94%,1.76,00:03:09,0.00%,0,$0.00
/site/Donation2?idb=1767114004&df_id=55822&FR_ID=27695&mfc_pref=T&PROXY_ID=8564496&PROXY_TYPE=20&55822.donation=form1&s_subsrc=bfAphPfClct&s_src=boundlessfundraising,34,61.76%,21,61.76%,1.76,00:02:12,0.00%,0,$0.00
/site/Donation2?idb=1912688986&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=468580&PROXY_TYPE=22&57382.donation=form1,34,67.65%,23,41.18%,2.38,00:03:44,0.00%,0,$0.00
/site/Donation2?idb=202604774&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=4539618&55820.donation=form1&PROXY_TYPE=20&amp;df_id=55820&amp;55820.donation=root&amp;FR_ID=27006&amp;PROXY_ID=4539618&amp;PROXY_TYPE=20&amp;mfc_pref=T,34,94.12%,32,8.82%,1.18,00:00:11,0.00%,0,$0.00
/site/Donation2?idb=2046290984&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=14728693&PROXY_TYPE=20&55952.donation=form1&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,34,41.18%,14,70.59%,1.44,00:00:48,0.00%,0,$0.00
/site/Donation2?idb=411515168&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=14615340&PROXY_TYPE=20&55825.donation=form1&s_subsrc=NYN-GS&s_src=BMS-HOM-ADS,34,70.59%,24,47.06%,2.15,00:02:05,0.00%,0,$0.00
/site/Donation2?idb=459593005&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=14448793&PROXY_TYPE=20&df_id=58680&idb=1372937912&FR_ID=29046&PROXY_ID=14448793&58680.donation=root&PROXY_TYPE=20&mfc_pref=T,34,67.65%,23,44.12%,1.47,00:00:56,0.00%,0,$0.00
/site/Donation2?idb=463611059&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=14540802&PROXY_TYPE=20&57382.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,34,32.35%,11,26.47%,2.32,00:02:32,0.00%,0,$0.00
/site/Donation2?idb=472055372&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15787575&55820.donation=form1&PROXY_TYPE=20,34,41.18%,14,38.24%,1.62,00:03:26,0.00%,0,$0.00
/site/Donation2?idb=633978490&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=16082623&55820.donation=form1&PROXY_TYPE=20,34,70.59%,24,52.94%,1.41,00:00:58,0.00%,0,$0.00
/site/Donation2?idb=697968153&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=9575077&55821.donation=form1&PROXY_TYPE=20,34,67.65%,23,58.82%,2.21,00:04:34,0.00%,0,$0.00
/site/Donation2?idb=980753306&df_id=55827&FR_ID=27178&mfc_pref=T&PROXY_ID=9031505&PROXY_TYPE=20&55827.donation=form1&amp;df_id=55827&amp;55827.donation=root&idb=1358696970&amp;FR_ID=27178&amp;PROXY_ID=9031505&amp;PROXY_TYPE=20&amp;mfc_pref=T,34,85.29%,29,47.06%,1.76,00:01:42,0.00%,0,$0.00
/site/Donation2?idb=989328524&df_id=55823&FR_ID=27696&mfc_pref=T&PROXY_ID=14788115&55823.donation=form1&PROXY_TYPE=20,34,47.06%,16,2.94%,1.91,00:01:05,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_NJM_Center,34,44.12%,15,23.53%,2.24,00:04:27,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_PAE_sitemap,34,17.65%,6,5.88%,4.88,00:04:45,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_UTU_FUNDRAISING_Prizes_Utah,34,79.41%,27,64.71%,4.44,00:02:53,5.88%,2,$0.00
/site/SPageNavigator/BIKE_TXH_2016BPMS150Enews_April7.html,34,64.71%,22,61.76%,1.47,00:01:27,2.94%,1,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28216&NONCE_TOKEN=8C28C4B3DDF24D0A0493DBC6541E9FFB,34,0.00%,0,2.94%,4.32,00:05:02,2.94%,1,$0.00
/site/Donation2?55835.donation=form1&idb=583683528&df_id=55835&FR_ID=27059&mfc_pref=T&PROXY_ID=12937338&PROXY_TYPE=20,33,78.79%,26,6.06%,2.76,00:04:41,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=1574773201&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=2777636&PROXY_TYPE=20,33,81.82%,27,39.39%,1.70,00:01:59,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=199453337&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=12627682&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,33,60.61%,20,57.58%,1.30,00:00:56,0.00%,0,$0.00
/site/Donation2?57798.donation=form1&idb=762571777&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=13436528&PROXY_TYPE=20&NONCE_TOKEN=3E988BEA41CF517805CFE2D843C8F2ED&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,33,12.12%,4,69.70%,1.42,00:03:12,0.00%,0,$0.00
/site/Donation2?idb=1132019983&57799.donation=form1&df_id=57799&FR_ID=28215&mfc_pref=T&PROXY_ID=16210132&PROXY_TYPE=20,33,48.48%,16,24.24%,3.15,00:05:45,0.00%,0,$0.00
/site/Donation2?idb=1221616989&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15383877&PROXY_TYPE=20&55825.donation=form1&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,33,51.52%,17,72.73%,1.64,00:02:12,0.00%,0,$0.00
/site/Donation2?idb=1660342780&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=15622630&57754.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=1AB117FF56F5979C41C57993465E19B5&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,33,39.39%,13,42.42%,1.88,00:01:30,0.00%,0,$0.00
/site/Donation2?idb=1750872374&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=12513423&PROXY_TYPE=20&55952.donation=form1,33,57.58%,19,33.33%,2.39,00:02:48,0.00%,0,$0.00
/site/Donation2?idb=1799446180&df_id=55822&FR_ID=27693&mfc_pref=T&PROXY_ID=14734384&PROXY_TYPE=20&55822.donation=form1,33,57.58%,19,48.48%,2.09,00:02:15,0.00%,0,$0.00
/site/Donation2?idb=1925136032&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=15548380&PROXY_TYPE=20&57382.donation=form1,33,81.82%,27,45.45%,2.12,00:02:18,0.00%,0,$0.00
/site/Donation2?idb=1940174759&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=12916099&PROXY_TYPE=20&55817.donation=form1,33,75.76%,25,78.79%,1.42,00:00:24,0.00%,0,$0.00
/site/Donation2?idb=2006526641&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=13533121&PROXY_TYPE=20&57382.donation=form1,33,75.76%,25,27.27%,3.03,00:03:36,0.00%,0,$0.00
/site/Donation2?idb=2095751082&57774.donation=form1&df_id=57774&FR_ID=28197&mfc_pref=T&PROXY_ID=3223617&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,33,54.55%,18,48.48%,2.24,00:02:21,0.00%,0,$0.00
/site/Donation2?idb=2101720137&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15545608&PROXY_TYPE=20,33,81.82%,27,48.48%,1.97,00:01:52,0.00%,0,$0.00
/site/Donation2?idb=395738783&df_id=57786&FR_ID=28207&mfc_pref=T&PROXY_ID=3009152&57786.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=598A6D738E5FC75AF0C8B1A4F0FDF860&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,33,57.58%,19,39.39%,2.06,00:05:50,0.00%,0,$0.00
/site/Donation2?idb=415817152&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=9335816&PROXY_TYPE=20,33,90.91%,30,0.00%,1.61,00:02:21,0.00%,0,$0.00
/site/Donation2?idb=443035459&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=15274985&55821.donation=form1&PROXY_TYPE=20,33,54.55%,18,27.27%,2.67,00:05:33,0.00%,0,$0.00
/site/Donation2?idb=50190966&df_id=55846&FR_ID=27003&mfc_pref=T&PROXY_ID=14810361&55846.donation=form1&PROXY_TYPE=20,33,72.73%,24,9.09%,2.12,00:01:55,0.00%,0,$0.00
/site/Donation2?idb=617316138&df_id=57852&FR_ID=28273&mfc_pref=T&PROXY_ID=2177742&PROXY_TYPE=20&57852.donation=form1,33,81.82%,27,15.15%,2.12,00:03:46,0.00%,0,$0.00
/site/Donation2?idb=6633701&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=14042945&PROXY_TYPE=20&55817.donation=form1,33,69.70%,23,51.52%,2.76,00:03:58,0.00%,0,$0.00
/site/Donation2?idb=916948866&df_id=58684&FR_ID=29045&mfc_pref=T&PROXY_ID=12543510&PROXY_TYPE=20&58684.donation=form1&amp;df_id=58684&idb=180058108&amp;FR_ID=29045&amp;PROXY_ID=12543510&amp;58684.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,33,84.85%,28,18.18%,1.70,00:02:29,0.00%,0,$0.00
/site/PageServer?pagename=BIKE_CAL_Ventura,33,81.82%,27,15.15%,2.15,00:02:25,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_featured_riders.html,33,48.48%,16,78.79%,1.33,00:00:39,0.00%,0,$0.00
/site/SPageNavigator/BIKE_HOM_training.html,33,51.52%,17,21.21%,3.03,00:04:21,3.03%,1,$0.00
/site/SPageServer?pagename=BIKE_HOM_aboutBikeMS&fr_id=27172,33,72.73%,24,39.39%,2.24,00:01:59,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_events&state=TX&date_range=past,33,15.15%,5,63.64%,3.27,00:01:45,0.00%,0,$0.00
"/site/SPageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28311&s_isRegistrationThanks=true,additional_gift-$100.00,total_amount-$140.00",33,63.64%,21,0.00%,2.03,00:02:00,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=25889,33,21.21%,7,18.18%,2.67,00:04:03,0.00%,0,$0.00
"/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=27006&s_isRegistrationThanks=true,total_amount-$60.00",33,36.36%,12,15.15%,1.61,00:00:48,0.00%,0,$0.00
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_view=report-team&pc2_page=tprogress&fr_id=27905,33,18.18%,6,39.39%,1.82,00:02:58,0.00%,0,$0.00
/site/SPageServer/?list_category_id=1556&starting_postal=02125&pagename=BIKE_HOM_events,33,72.73%,24,45.45%,1.21,00:00:16,0.00%,0,$0.00
/site/SPageServer/?pagename=BIKE_HOM_events&fr_id=28124,33,69.70%,23,36.36%,1.67,00:02:36,3.03%,1,$0.00
/site/Donation2?57677.donation=form1&idb=1778054107&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=1786788&PROXY_TYPE=20&57677.donation=root&df_id=57677&FR_ID=28124&PROXY_ID=1786788&PROXY_TYPE=20&idb=1133092879&mfc_pref=T,32,87.50%,28,12.50%,2.34,00:05:45,0.00%,0,$0.00
/site/Donation2?57677.donation=form1&idb=745748730&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=15636287&PROXY_TYPE=20,32,59.38%,19,31.25%,1.94,00:02:44,0.00%,0,$0.00
/site/Donation2?58539.donation=form1&idb=1042010316&df_id=58539&FR_ID=28922&mfc_pref=T&PROXY_ID=12632401&PROXY_TYPE=20,32,93.75%,30,3.12%,2.66,00:04:28,0.00%,0,$0.00
/site/Donation2?df_id=57667&PROXY_ID=15614145&PROXY_TYPE=20&FR_ID=28099&NONCE_TOKEN=EEC3FB24ED55A9BBCB330E631D433190,32,75.00%,24,12.50%,3.41,00:05:18,0.00%,0,$0.00
/site/Donation2?idb=1154948533&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15240089&PROXY_TYPE=20&55825.donation=form1,32,56.25%,18,53.12%,2.00,00:02:51,0.00%,0,$0.00
/site/Donation2?idb=1160759132&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=5390555&PROXY_TYPE=20&55952.donation=form1,32,78.12%,25,40.62%,2.09,00:03:49,0.00%,0,$0.00
/site/Donation2?idb=1268188392&df_id=55830&FR_ID=27060&mfc_pref=T&PROXY_ID=13742105&PROXY_TYPE=20&55830.donation=form1,32,62.50%,20,65.62%,1.50,00:02:42,0.00%,0,$0.00
/site/Donation2?idb=1290779401&df_id=58543&FR_ID=28925&mfc_pref=T&PROXY_ID=15041318&PROXY_TYPE=20&58543.donation=form1,32,65.62%,21,21.88%,1.75,00:01:28,0.00%,0,$0.00
/site/Donation2?idb=132505743&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=14886694&PROXY_TYPE=20&55817.donation=form1,32,81.25%,26,50.00%,1.34,00:00:24,0.00%,0,$0.00
/site/Donation2?idb=14559753&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=495179&PROXY_TYPE=22,32,59.38%,19,6.25%,2.81,00:03:36,0.00%,0,$0.00
/site/Donation2?idb=1466194107&df_id=55815&FR_ID=27065&mfc_pref=T&PROXY_ID=11287922&55815.donation=form1&PROXY_TYPE=20,32,68.75%,22,31.25%,2.25,00:03:25,0.00%,0,$0.00
/site/Donation2?idb=149653907&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=7841192&55821.donation=form1&PROXY_TYPE=20,32,75.00%,24,25.00%,2.28,00:04:43,0.00%,0,$0.00
/site/Donation2?idb=1721442469&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=16148930&PROXY_TYPE=20&NONCE_TOKEN=8E346C56FB27E4C9BD85552130213EF3&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,32,87.50%,28,65.62%,1.31,00:01:35,0.00%,0,$0.00
/site/Donation2?idb=1834745660&df_id=57804&FR_ID=28219&mfc_pref=T&57804.donation=form1&PROXY_ID=15702086&PROXY_TYPE=20,32,59.38%,19,37.50%,2.19,00:04:46,0.00%,0,$0.00
/site/Donation2?idb=1886328880&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=15460801&PROXY_TYPE=20&55952.donation=form1,32,68.75%,22,53.12%,1.72,00:04:59,0.00%,0,$0.00
/site/Donation2?idb=1887994065&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=12739775&PROXY_TYPE=20&amp;df_id=57826&idb=1235641057&amp;FR_ID=28263&amp;PROXY_ID=12739775&amp;57826.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,32,56.25%,18,25.00%,2.09,00:04:44,0.00%,0,$0.00
/site/Donation2?idb=1913812390&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=10063174&PROXY_TYPE=20,32,71.88%,23,21.88%,1.91,00:03:19,0.00%,0,$0.00
/site/Donation2?idb=1978773034&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=14779904&PROXY_TYPE=20&NONCE_TOKEN=8537B5A7C66D26491408291F2084AC81&s_tafId=542333,32,62.50%,20,78.12%,1.25,00:01:17,0.00%,0,$0.00
/site/Donation2?idb=345283266&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=5935138&PROXY_TYPE=20,32,93.75%,30,25.00%,2.28,00:02:52,0.00%,0,$0.00
/site/Donation2?idb=401931502&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=11802846&PROXY_TYPE=20,32,93.75%,30,3.12%,3.03,00:04:01,0.00%,0,$0.00
/site/Donation2?idb=442387002&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=8930001&PROXY_TYPE=20,32,78.12%,25,28.12%,2.09,00:02:58,0.00%,0,$0.00
/site/Donation2?idb=535576473&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=13071837&PROXY_TYPE=20,32,71.88%,23,0.00%,3.16,00:10:07,0.00%,0,$0.00
/site/Donation2?idb=681701621&df_id=55754&55754.donation=form1&FR_ID=27190&mfc_pref=T&PROXY_ID=14886307&PROXY_TYPE=20,32,53.12%,17,0.00%,2.16,00:02:17,0.00%,0,$0.00
/site/Donation2?idb=721965977&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=15468512&PROXY_TYPE=20&56012.donation=form1,32,68.75%,22,31.25%,2.12,00:03:20,0.00%,0,$0.00
/site/Donation2?idb=752313754&df_id=57054&FR_ID=27716&mfc_pref=T&PROXY_ID=14810851&PROXY_TYPE=20&57054.donation=form1,32,53.12%,17,53.12%,2.19,00:03:32,0.00%,0,$0.00
/site/Donation2?idb=765047173&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=2102413&55821.donation=form1&PROXY_TYPE=20&s_subsrc=bfItbEmPfMsg&s_src=boundlessfundraising,32,68.75%,22,46.88%,2.12,00:02:13,0.00%,0,$0.00
/site/Donation2?idb=798451325&df_id=58609&FR_ID=28997&mfc_pref=T&PROXY_ID=14719058&58609.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfCphoto&s_src=boundlessfundraising,32,84.38%,27,43.75%,1.88,00:02:11,0.00%,0,$0.00
/site/Donation2?idb=839155423&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=13925695&PROXY_TYPE=20&s_subsrc=adwords-link&s_scr=bike-fy17-txh-reg-cpc,32,46.88%,15,53.12%,1.56,00:03:47,0.00%,0,$0.00
