# ----------------------------------------,,,,,,,
# Bike MS - Luminate Pages,,,,,,,
# Pages,,,,,,,
# 20160401-20171214,,,,,,,
# ----------------------------------------,,,,,,,
,,,,,,,
Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/site/TR?fr_id=28847&pg=informational&sid=14056&tab=ind,"1,703","1,232",0:02:02,252,44.53%,35.88%,$0.00 
/site/TR?fr_id=28893&pg=informational&sid=14056&tab=team,"1,698","1,292",0:00:55,281,18.90%,20.79%,$0.00 
/site/TR?fr_id=27065&pg=entry,"1,697","1,351",0:01:11,767,17.68%,26.05%,$0.00 
/site/TR?fr_id=27170&pg=informational&sid=13227,"1,696","1,395",0:03:28,406,40.23%,51.42%,$0.00 
/site/TR?fr_id=28217&pg=informational&sid=14056&tab=ind,"1,691","1,255",0:01:41,175,45.98%,33.35%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28921,"1,687","1,030",0:03:30,417,34.58%,45.47%,$0.00 
/site/TR?fr_id=28283&pg=informational&sid=13248,"1,678","1,141",0:00:59,435,13.04%,17.82%,$0.00 
/site/TR?fr_id=27188&pg=informational&sid=13248,"1,675",879,0:00:35,69,9.86%,9.01%,$0.00 
/site/TR/Bike/HOMBikeEvents?pg=entry&amp;fr_id=28813,"1,675","1,307",0:01:59,"1,227",36.14%,39.82%,$0.00 
/site/TR?fr_id=28273&pg=informational&sid=13231,"1,672","1,396",0:01:58,170,44.07%,32.06%,$0.00 
/site/TR?fr_id=28893&pg=informational&sid=14153,"1,670","1,139",0:00:37,85,36.00%,11.14%,$0.00 
/site/TR?pg=pfind&fr_id=27695&s_redirect=true,"1,670","1,602",0:07:27,557,80.07%,85.33%,$0.00 
/site/TR/Bike/CASBikeEvents?pg=entry&fr_id=29046&login=true,"1,670","1,540",0:02:24,56,16.95%,34.43%,$0.00 
/site/TR?fr_id=29036&pg=informational&sid=13242,"1,664","1,336",0:04:32,362,28.86%,49.34%,$0.00 
/site/TR?fr_id=27796&pg=informational&sid=13240,"1,662","1,213",0:00:54,150,33.77%,21.84%,$0.00 
/site/TR/Bike/CALBikeEvents?pg=entry&fr_id=25958,"1,661","1,354",0:01:40,"1,215",35.94%,52.14%,$0.00 
/site/TR?fr_id=27739&pg=informational&sid=13240,"1,659","1,255",0:01:19,206,44.34%,27.91%,$0.00 
/site/TR?fr_id=28813&amp;pg=entry,"1,655","1,349",0:01:44,"1,314",31.79%,48.88%,$0.00 
/site/TR?fr_id=29046&pg=informational&sid=13248,"1,649","1,196",0:01:01,52,31.15%,10.92%,$0.00 
/site/TR/Bike/FLNBikeEvents?team_id=456727&pg=team&fr_id=27711,"1,648",956,0:03:37,493,35.39%,34.22%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=entry&fr_id=28791&login=true,"1,648","1,551",0:01:32,15,30.77%,23.91%,$0.00 
/site/TR?fr_id=28197&pg=informational&sid=14056&tab=ind,"1,647","1,173",0:01:55,117,42.28%,29.75%,$0.00 
/site/TR?fr_id=27061&pg=informational&sid=13230,"1,645","1,372",0:01:07,154,30.72%,18.97%,$0.00 
/site/TR?fr_id=29055&pg=informational&sid=13249,"1,645","1,375",0:02:23,107,41.90%,27.90%,$0.00 
/site/TR/Bike/TXHBikeEvents?px=5492209&pg=personal&fr_id=28263,"1,644","1,287",0:02:20,"1,133",60.28%,55.96%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=28791,"1,642","1,107",0:04:11,536,29.39%,51.10%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=27771,"1,642","1,194",0:04:55,939,23.84%,63.03%,$0.00 
/site/TR?fr_id=28209&pg=informational&sid=13231,"1,639","1,250",0:02:14,154,57.67%,33.31%,$0.00 
/site/TR?fr_id=28216&pg=informational&sid=13250,"1,635","1,392",0:02:42,372,39.67%,30.15%,$0.00 
/site/TR?fr_id=29046&pg=informational&sid=13227,"1,635","1,058",0:00:35,136,18.55%,7.28%,$0.00 
/site/TR?fr_id=27704&pg=informational&sid=13240,"1,634","1,094",0:01:13,148,25.97%,23.07%,$0.00 
/site/TR/Bike/WASBikeEvents?pg=entry&fr_id=29859,"1,634","1,144",0:01:23,874,42.63%,37.82%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28274,"1,629",876,0:04:08,371,41.58%,42.66%,$0.00 
/site/TR?fr_id=27876&pg=informational&sid=13227,"1,628","1,408",0:03:09,335,32.87%,40.79%,$0.00 
/site/TR?fr_id=29045&pg=informational&sid=13233,"1,628","1,326",0:05:00,232,33.21%,43.37%,$0.00 
/site/TR?fr_id=28911&pg=informational&sid=13231,"1,626","1,187",0:01:27,144,35.25%,24.17%,$0.00 
/site/TR?fr_id=27149&pg=informational&sid=13239,"1,622","1,123",0:01:51,231,12.99%,37.73%,$0.00 
/site/SPageServer?starting_postal=&state=IN&pagename=BIKE_HOM_events,"1,619","1,314",0:01:25,986,26.42%,44.04%,$0.00 
/site/TR?fr_id=28216&pg=informational&sid=14351,"1,616","1,331",0:03:56,891,41.80%,60.21%,$0.00 
/site/TR/Bike/paxBikeEvents?pg=entry&fr_id=28216&s_src=bike-fy17-pax-reg-social&s_subsrc=facebook-link-cyc-awareness,"1,613","1,438",0:01:40,"1,436",77.65%,78.30%,$0.00 
/site/TR?fr_id=28272&pg=informational&sid=13227,"1,610","1,317",0:03:53,373,43.46%,49.75%,$0.00 
/site/TR/Bike/MOSBikeEvents?pg=entry&fr_id=27053&login=true,"1,610","1,458",0:01:32,29,24.14%,16.71%,$0.00 
/site/TR?fr_id=29316&pg=informational&sid=13247,"1,609","1,234",0:00:52,66,23.26%,11.68%,$0.00 
/site/TR?fr_id=28124&pg=informational&sid=13238,"1,608","1,399",0:02:02,105,40.38%,28.54%,$0.00 
/site/TR/Bike/WIGBikeEvents?pg=entry&fr_id=27039&s_src=BMS-HOM-ADS&s_subsrc=WIG-GS,"1,608","1,442",0:01:18,"1,439",58.71%,75.37%,$0.00 
/site/TR?fr_id=27007&pg=informational&sid=13988,"1,605","1,211",0:02:15,615,54.55%,43.18%,$0.00 
/site/TR?fr_id=28198&pg=informational&sid=13233,"1,604","1,283",0:02:06,183,50.50%,30.05%,$0.00 
/site/TR?fr_id=28914&pg=informational&sid=13238,"1,604","1,398",0:03:00,169,45.30%,34.35%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&fr_id=27695,"1,603","1,128",0:03:53,534,31.53%,55.58%,$0.00 
/site/TR?fr_id=28263&pg=informational&sid=14247,"1,598","1,430",0:03:13,796,65.59%,54.69%,$0.00 
/site/SPageServer/?pagename=BIKE_HOM_events&ptype=49125,"1,595","1,228",0:01:41,30,18.18%,30.91%,$0.00 
/site/TR?fr_id=27037&pg=informational&sid=13227,"1,595","1,207",0:02:58,559,43.77%,50.03%,$0.00 
/site/TR?fr_id=28217&pg=informational&sid=13231,"1,594","1,369",0:02:07,209,61.86%,38.33%,$0.00 
/site/TR?fr_id=28196&pg=informational&sid=14056&tab=team,"1,593","1,112",0:01:07,243,20.95%,26.49%,$0.00 
/site/TR?fr_id=27905&pg=informational&sid=13398,"1,591","1,107",0:01:06,94,42.00%,17.47%,$0.00 
/site/TR?pg=pfind&fr_id=28791&s_redirect=true,"1,590","1,528",0:06:32,527,82.55%,84.91%,$0.00 
/site/TR?fr_id=29052&pg=entry,"1,585","1,246",0:01:27,"1,176",24.92%,37.79%,$0.00 
/site/TR?fr_id=28272&pg=informational&sid=13248,"1,584","1,078",0:00:56,28,22.22%,7.51%,$0.00 
/site/SPageServer?starting_postal=&state=CO&pagename=BIKE_HOM_events,"1,580","1,351",0:01:16,84,45.35%,36.58%,$0.00 
/site/TR?fr_id=28847&pg=informational&sid=13248,"1,578","1,064",0:00:42,66,23.88%,7.54%,$0.00 
/site/TR?fr_id=29059&pg=informational&sid=13242,"1,578","1,246",0:03:04,131,38.30%,31.12%,$0.00 
/site/TR?fr_id=27178&pg=informational&sid=13238,"1,577","1,266",0:02:22,275,61.79%,40.58%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_aboutBikeMS&fr_id=27876,"1,576","1,193",0:01:54,640,26.42%,40.93%,$0.00 
/site/TR?fr_id=27756&pg=informational&sid=13242,"1,576","1,373",0:03:32,146,47.10%,52.86%,$0.00 
/site/TR?fr_id=28914&pg=informational&sid=13248,"1,575","1,095",0:01:22,141,27.08%,13.40%,$0.00 
/site/TR/Bike/MNMBikeEvents?pg=entry&fr_id=29888,"1,575","1,144",0:01:52,786,41.44%,38.79%,$0.00 
/site/PageServer?pagename=BIKE_NCT_Landing_Page.html,"1,572","1,343",0:01:57,"1,155",53.36%,59.92%,$0.00 
/site/SPageNavigator/BIKE_HOM_splash.html&s_scr=bike-fy17,"1,572","1,311",0:00:46,"1,287",23.47%,25.64%,$0.00 
/site/TR?fr_id=28914&pg=informational&sid=13237,"1,565","1,369",0:01:24,82,48.48%,17.32%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=27805,"1,563","1,015",0:03:45,707,31.60%,51.50%,$0.00 
/site/TR?fr_id=29045&pg=informational&sid=13231,"1,563","1,265",0:02:51,450,30.43%,39.92%,$0.00 
/site/TR/Bike/nynBikeEvents?pg=entry&fr_id=29055&s_src=bike-fy17-nyn-reg-social&s_subsrc=facebook-link-fbf-conversion,"1,562","1,472",0:02:42,"1,472",89.07%,89.37%,$0.00 
/site/TR?fr_id=27707&pg=informational&sid=13242,"1,556","1,286",0:03:28,171,39.34%,53.92%,$0.00 
/site/TR?fr_id=27905&pg=informational&sid=13397,"1,551","1,113",0:01:40,104,47.86%,30.95%,$0.00 
/site/TR?fr_id=27715&pg=informational&sid=13240,"1,545","1,073",0:00:58,163,36.81%,23.04%,$0.00 
/site/TR/Bike/nynBikeEvents?pg=entry&fr_id=29055&s_src=bike-fy17-nyn-reg-social&s_subsrc=facebook-link-cyc-conversion,"1,543","1,394",0:02:58,"1,394",81.00%,84.06%,$0.00 
/site/TR?fr_id=28283&pg=informational&sid=13239,"1,542","1,089",0:00:55,208,48.50%,19.13%,$0.00 
/site/TR/Bike/FLSBikeEvents?team_id=492582&pg=team&fr_id=28099,"1,542",778,0:02:21,587,48.05%,38.39%,$0.00 
/site/TR?fr_id=27905&pg=informational&sid=13242,"1,540","1,290",0:01:49,95,40.40%,32.47%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=27914,"1,539",971,0:04:52,651,31.58%,49.97%,$0.00 
/site/TR?fr_id=27771&pg=informational&sid=13240,"1,534","1,070",0:01:51,230,42.98%,31.94%,$0.00 
/site/TR?fr_id=28892&pg=informational&sid=14056&tab=ind,"1,533","1,189",0:01:21,89,52.38%,29.03%,$0.00 
/site/TR?fr_id=28914&pg=informational&sid=13249,"1,529","1,272",0:02:26,78,39.24%,26.23%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=entry&fr_id=28263&s_src=bike-fy17-txh-reg-display&s_subsrc=adwords-link-consideration,"1,527","1,455",0:02:27,"1,453",83.23%,85.59%,$0.00 
/site/TR?fr_id=28915&pg=informational&sid=13239,"1,526","1,115",0:01:02,275,16.92%,17.04%,$0.00 
/site/TR/Bike/WIGBikeEvents?pg=entry&fr_id=27039&login=true,"1,526","1,388",0:01:23,54,18.52%,18.28%,$0.00 
/site/TR?fr_id=27707&pg=informational&sid=13239,"1,525","1,060",0:01:54,211,41.58%,31.48%,$0.00 
/site/TR?fr_id=27865&pg=informational&sid=13239,"1,524","1,010",0:02:34,185,29.55%,32.87%,$0.00 
/site/TR?fr_id=29052&pg=informational&sid=13247,"1,524","1,134",0:00:36,120,14.81%,8.27%,$0.00 
/site/TR?fr_id=28894&pg=informational&sid=13239&skip_login_page=true&fr_tm_opt=existing&s_fr_tm_opt=existing&ptype=59125&s_ptype=59125,"1,522","1,283",0:04:20,54,48.33%,43.56%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=28894,"1,519","1,112",0:04:01,518,31.56%,57.27%,$0.00 
/site/TR/Bike/TXHBikeEvents?team_id=495247&pg=team&fr_id=28263,"1,519","1,164",0:01:14,311,41.25%,28.24%,$0.00 
/site/TR?fr_id=29055&pg=informational&sid=13247,"1,517","1,161",0:00:46,90,22.22%,11.34%,$0.00 
/site/TR/Bike/MOSBikeEvents?pg=entry&fr_id=27053&s_scr=bike-fy17-mnm-reg-display&s_subsrc=adwords-link-awareness,"1,515","1,435",0:01:50,"1,435",80.72%,84.36%,$0.00 
/site/TR?pg=pfind&fr_id=27170&s_redirect=true,"1,514","1,458",0:07:01,463,83.44%,85.07%,$0.00 
/site/TR/Bike/casBikeEvents?pg=entry&fr_id=29046&s_src=bike-fy17-cas-reg-social&s_subsrc=facebook-link-lal-awareness,"1,512","1,364",0:02:52,"1,363",77.92%,80.69%,$0.00 
/site/TR/Bike/CALBikeEvents?pg=entry&fr_id=29302,"1,507","1,126",0:01:42,861,45.23%,40.15%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_aboutBikeMS&fr_id=28105,"1,505","1,183",0:01:46,393,30.47%,37.54%,$0.00 
/site/TR?fr_id=27003&pg=informational&sid=13228,"1,505","1,353",0:02:25,573,43.30%,52.76%,$0.00 
/site/TR?fr_id=27498&pg=informational&sid=13240,"1,503","1,075",0:00:39,97,22.45%,12.77%,$0.00 
/site/TR?fr_id=28791&pg=informational&sid=13237,"1,503","1,323",0:01:47,126,47.29%,24.28%,$0.00 
/site/TR?fr_id=28205&pg=informational&sid=13242,"1,500","1,240",0:02:47,214,34.23%,41.33%,$0.00 
/site/TR?fr_id=29316&pg=entry,"1,499","1,234",0:01:30,"1,151",34.34%,39.49%,$0.00 
/site/TR?pg=pfind&fr_id=27053&s_redirect=true,"1,493","1,424",0:07:51,452,85.68%,84.53%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_aboutBikeMS&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,"1,492","1,262",0:00:50,42,44.74%,33.04%,$0.00 
/site/TR?fr_id=27006&pg=informational&sid=13237,"1,491","1,315",0:01:29,321,34.05%,25.15%,$0.00 
/site/TR?fr_id=28914&pg=informational&sid=13251,"1,491","1,071",0:01:06,259,27.34%,24.95%,$0.00 
/site/TRR?pg=tfind&fr_id=28911&fr_tm_opt=existing&s_fr_tm_opt=existing&ptype=59286&s_ptype=59286&skip_login_page=true,"1,484","1,259",0:00:30,888,2.82%,3.30%,$0.00 
/site/TR?fr_id=25298&pg=entry,"1,481","1,357",0:00:06,930,3.77%,4.32%,$0.00 
/site/TR?fr_id=28813&pg=informational&sid=14153,"1,481","1,084",0:00:46,69,33.90%,14.04%,$0.00 
/site/TR?fr_id=28216&pg=informational&sid=14146,"1,480","1,318",0:03:09,190,47.26%,37.43%,$0.00 
/site/TR?fr_id=28911&pg=informational&sid=13248,"1,480","1,002",0:01:05,81,20.00%,11.89%,$0.00 
/site/TR?fr_id=28897&pg=informational&sid=13239,"1,471","1,035",0:00:57,239,24.02%,15.77%,$0.00 
/site/TR?fr_id=27190&pg=informational&sid=13239,"1,469",930,0:01:29,220,6.36%,23.55%,$0.00 
/site/TR/Bike/TXHBikeEvents?fr_id=29316&pg=entry,"1,469","1,290",0:01:57,"1,177",55.98%,54.32%,$0.00 
/site/TR?fr_id=28892&pg=informational&sid=13231,"1,466","1,202",0:03:38,230,39.20%,39.50%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&fr_id=27170,"1,465","1,128",0:03:32,448,27.41%,58.16%,$0.00 
/site/TR?fr_id=28216&pg=informational&sid=13244,"1,464","1,184",0:01:56,143,35.66%,27.87%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=29046,"1,462","1,087",0:03:52,459,32.10%,54.92%,$0.00 
/site/TR?fr_id=27919&pg=informational&sid=13240,"1,462","1,054",0:01:05,128,36.92%,23.60%,$0.00 
/site/TR/Bike/CALBikeEvents?pg=entry&fr_id=28217&s_scr=bike-fy17-cal-reg-cpc&s_subsrc=adwords-link,"1,461","1,375",0:03:07,"1,372",67.67%,82.68%,$0.00 
/site/TR?fr_id=27170&pg=informational&sid=13233,"1,454","1,260",0:02:30,124,34.68%,35.14%,$0.00 
/site/TR/Bike/TXHBikeEvents?team_id=512474&pg=team&fr_id=29052,"1,454",939,0:02:15,711,53.09%,50.89%,$0.00 
/site/TR?fr_id=28813&pg=informational&sid=13239&skip_login_page=true&fr_tm_opt=existing&s_fr_tm_opt=existing&ptype=58403&s_ptype=58403,"1,452","1,142",0:04:53,82,42.70%,43.46%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=27703,"1,449",911,0:04:32,523,32.65%,46.45%,$0.00 
/site/TR?fr_id=28263&pg=informational&sid=13239&s_fr_tm_opt=existing&s_ptype=55713,"1,448","1,111",0:00:50,97,47.14%,11.60%,$0.00 
/site/SPageServer/?pagename=BIKE_HOM_events&fr_id=27003,"1,447","1,134",0:01:09,130,20.16%,23.08%,$0.00 
/site/TR/Bike/NCTBikeEvents?team_id=456430&pg=team&fr_id=27694,"1,446","1,034",0:02:00,748,40.11%,38.93%,$0.00 
/site/PageServer?pagename=BIKE_NCT_Landing_Page,"1,444","1,204",0:01:38,"1,096",39.17%,54.50%,$0.00 
/site/TR?pg=pfind&fr_id=28911&s_redirect=true,"1,443","1,383",0:06:31,465,80.25%,84.48%,$0.00 
/site/TR?fr_id=28198&pg=informational&sid=13247,"1,442","1,122",0:01:02,112,6.82%,8.95%,$0.00 
/site/TR?fr_id=27051&pg=informational&sid=13242,"1,438","1,220",0:04:54,171,31.18%,53.34%,$0.00 
/site/TR?fr_id=27479&pg=informational&sid=13240,"1,438","1,227",0:02:27,"1,088",61.21%,60.22%,$0.00 
/site/TR?fr_id=27041&pg=informational&sid=13242,"1,437","1,179",0:03:11,214,20.35%,49.41%,$0.00 
/site/TR?fr_id=27876&pg=informational&sid=13251,"1,437","1,020",0:00:57,210,32.18%,22.89%,$0.00 
/site/TR/Bike/CASBikeEvents?team_id=512191&pg=team&fr_id=29046,"1,434","1,179",0:03:16,957,54.89%,53.70%,$0.00 
/site/TR?fr_id=27426&pg=informational&sid=13248,"1,432",988,0:00:47,101,9.80%,7.61%,$0.00 
/site/TR?fr_id=28847&pg=informational&sid=13239,"1,431","1,000",0:00:58,180,26.70%,16.14%,$0.00 
/site/TR?fr_id=28914&pg=informational&sid=13227,"1,430","1,231",0:03:39,424,43.75%,46.22%,$0.00 
/site/TR?fr_id=28941&pg=informational&sid=13242,"1,427",917,0:02:35,142,15.75%,38.61%,$0.00 
/site/TR?team_id=494372&fr_id=28272&pg=team,"1,427",805,0:05:21,787,55.42%,49.40%,$0.00 
/site/TR?fr_id=27084&pg=informational&sid=13240,"1,426","1,073",0:01:03,227,36.94%,27.35%,$0.00 
/site/TR?fr_id=27092&pg=informational&sid=13239,"1,425",863,0:03:04,296,22.45%,32.49%,$0.00 
/site/TR?fr_id=28216&pg=informational&sid=13229,"1,424","1,242",0:03:14,276,36.24%,46.00%,$0.00 
/site/TR/Bike/NYNBikeEvents?fr_id=27764&pg=entry,"1,424","1,151",0:02:02,956,43.76%,54.99%,$0.00 
/site/TRR?pg=tfind&fr_id=29052&fr_tm_opt=existing&s_fr_tm_opt=existing&ptype=59813&s_ptype=59813&skip_login_page=true,"1,421","1,161",0:00:37,760,2.50%,3.17%,$0.00 
/site/TR?fr_id=27061&pg=entry,"1,420","1,200",0:01:14,"1,099",23.33%,42.18%,$0.00 
/site/TR?fr_id=28105&pg=informational&sid=13230,"1,420","1,140",0:00:55,50,47.73%,14.30%,$0.00 
/site/TR?fr_id=29178&pg=informational&sid=14153,"1,420",974,0:00:43,44,44.44%,11.83%,$0.00 
"/site/SPageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28263&s_isRegistrationThanks=true,total_amount-$130.00","1,419","1,063",0:05:31,196,0.46%,52.78%,$0.00 
/site/TR?fr_id=27003&pg=informational&sid=13235,"1,419","1,240",0:00:40,53,23.53%,17.55%,$0.00 
/site/TR?fr_id=27696&pg=informational&sid=13239,"1,413",934,0:01:59,194,10.36%,29.58%,$0.00 
/site/TR?fr_id=28384&pg=informational&sid=14056&tab=ind,"1,413","1,018",0:01:47,166,35.47%,30.29%,$0.00 
/site/TR?fr_id=27711&pg=informational&sid=13238,"1,412","1,151",0:02:28,84,40.00%,31.66%,$0.00 
/site/TR?fr_id=28813&pg=informational&sid=14056&tab=ind,"1,412","1,064",0:01:31,135,35.92%,31.94%,$0.00 
/site/TR/Bike/CASBikeEvents?team_id=469847&pg=team&fr_id=27876,"1,411","1,040",0:02:24,529,52.92%,48.97%,$0.00 
/site/TR/Bike/WIGBikeEvents?pg=entry&fr_id=28198&login=true,"1,407","1,324",0:01:48,26,44.44%,28.36%,$0.00 
/site/TR?fr_id=27006&pg=informational&sid=13231,"1,406","1,210",0:02:46,366,38.48%,42.11%,$0.00 
/site/TR?fr_id=28384&pg=informational&sid=13239,"1,404",986,0:01:03,297,24.83%,17.95%,$0.00 
/site/TR?fr_id=27053&pg=informational&sid=13251,"1,403",971,0:00:51,190,26.15%,18.53%,$0.00 
/site/TR?fr_id=29316&pg=informational&sid=13237,"1,401","1,178",0:02:09,130,53.24%,26.55%,$0.00 
/site/TR/Bike/MAMBikeEvents?sid=13240&type=fr_informational&pg=informational&fr_id=27051,"1,400","1,027",0:01:41,86,42.39%,25.36%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=27084,"1,399",917,0:04:36,535,38.89%,50.39%,$0.00 
/site/TR?fr_id=28273&pg=entry,"1,399","1,095",0:01:40,958,30.82%,37.17%,$0.00 
/site/TR?fr_id=28791&pg=informational&sid=13251,"1,398","1,070",0:00:58,311,39.73%,27.54%,$0.00 
/site/SPageServer/?list_category_id=1448&pagename=BIKE_HOM_events&s_src=bike-fy17-ctn-reg-display&s_subsrc=googledisplay-300x250-dem,"1,397","1,350",0:02:53,"1,349",91.86%,96.13%,$0.00 
/site/TR/Bike/MNMBikeEvents?pg=entry&fr_id=28209&s_scr=bike-fy17-mnm-reg-display&s_subsrc=adwords-link-awareness,"1,393","1,298",0:01:52,"1,297",82.65%,84.13%,$0.00 
/site/TR?fr_id=28893&pg=informational&sid=13239,"1,392",940,0:01:04,166,28.21%,17.24%,$0.00 
/site/TR?fr_id=28197&pg=informational&sid=14149,"1,391","1,154",0:01:26,152,70.27%,29.76%,$0.00 
/site/TR?fr_id=27061&pg=informational&sid=13231,"1,388","1,211",0:01:49,90,22.22%,17.15%,$0.00 
/site/TR?fr_id=28897&pg=informational&sid=14153,"1,385",938,0:00:37,76,39.34%,11.62%,$0.00 
/site/TR?fr_id=27063&pg=informational&sid=13239,"1,384",899,0:02:23,145,50.00%,31.50%,$0.00 
/site/TR/Bike/PAEBikeEvents?sid=14154&type=fr_informational&pg=informational&fr_id=28216,"1,384","1,220",0:04:20,162,41.11%,39.74%,$0.00 
/site/TR/Bike/PAEBikeEvents?team_id=451917&pg=team&fr_id=27061,"1,384","1,008",0:03:41,915,62.53%,60.84%,$0.00 
/site/TR?fr_id=28311&pg=informational&sid=14056&tab=team,"1,379","1,040",0:01:04,131,21.05%,21.39%,$0.00 
/site/TR?fr_id=27060&pg=informational&sid=13232,"1,377","1,119",0:05:03,643,18.84%,59.77%,$0.00 
/site/PageServer?pagename=BIKE_FLC_homepage,"1,373","1,218",0:00:50,"1,101",16.77%,35.91%,$0.00 
/site/TR?pg=pfind&fr_id=27043&s_redirect=true,"1,373","1,305",0:07:04,400,69.70%,84.71%,$0.00 
/site/TR/Bike/TXHBikeEvents?fr_id=29059&pg=entry,"1,373","1,111",0:01:55,990,35.20%,39.84%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28941,"1,371",828,0:03:42,309,42.39%,46.10%,$0.00 
/site/TR?fr_id=28105&pg=informational&sid=13231,"1,371","1,176",0:02:59,185,52.08%,30.56%,$0.00 
/site/TR?fr_id=28105&pg=informational&sid=13249,"1,368",894,0:02:55,109,34.23%,25.95%,$0.00 
/site/TR?fr_id=29052&pg=informational&sid=13248,"1,368",979,0:00:52,406,19.36%,15.94%,$0.00 
/site/TR?fr_id=27718&pg=informational&sid=13240,"1,367","1,013",0:01:13,171,48.26%,26.77%,$0.00 
/site/TR?px=3160674&fr_id=28311&pg=personal,"1,367",918,0:01:24,898,10.95%,19.68%,$0.00 
/site/TR/Bike/NCTBikeEvents?pg=entry&fr_id=28911&login=true,"1,366","1,290",0:01:48,41,35.14%,34.11%,$0.00 
/site/TR?fr_id=27080&pg=informational&sid=13521,"1,364","1,140",0:01:21,98,34.95%,28.67%,$0.00 
/site/TR?fr_id=27178&pg=entry,"1,364","1,144",0:01:27,549,16.33%,35.12%,$0.00 
/site/TR?fr_id=28283&pg=informational&sid=13247,"1,360","1,016",0:00:31,105,10.58%,10.51%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28934,"1,357",844,0:04:05,511,43.59%,50.77%,$0.00 
/site/TR?fr_id=27190&pg=informational&sid=13248,"1,354",864,0:00:46,107,9.26%,10.12%,$0.00 
/site/TR?fr_id=28894&pg=informational&sid=13237,"1,354","1,222",0:01:22,64,46.03%,22.08%,$0.00 
/site/TR?fr_id=28283&pg=informational&sid=14056&tab=ind,"1,353","1,058",0:01:58,146,52.32%,33.56%,$0.00 
/site/TR/Bike/TXHBikeEvents?team_id=494982&pg=team&fr_id=28263,"1,352",583,0:01:27,263,29.21%,20.49%,$0.00 
/site/TR/Bike/MNMBikeEvents?pg=entry&fr_id=29922,"1,351",823,0:02:10,681,7.28%,37.16%,$0.00 
/site/TR?fr_id=27735&pg=informational&sid=13242,"1,350","1,157",0:04:01,174,41.15%,50.15%,$0.00 
/site/TR/Bike/paxBikeEvents?pg=entry&fr_id=28216&s_src=bike-fy17-pax-reg-social&s_subsrc=facebook-link-lal-awareness,"1,350","1,200",0:01:22,"1,199",71.36%,72.59%,$0.00 
/site/TR?fr_id=27006&pg=informational&sid=13249,"1,349",793,0:02:21,105,5.66%,23.72%,$0.00 
/site/TR/Bike/paxBikeEvents?pg=entry&fr_id=28216&s_src=bike-fy17-pax-reg-social&s_subsrc=facebook-link-beh-awareness,"1,348","1,175",0:01:54,"1,174",77.21%,78.26%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=team&fr_id=28791&team_id=496932,"1,348",830,0:01:30,138,55.47%,29.08%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_events&state=TX&date_range=past,"1,347","1,089",0:01:20,33,60.00%,33.41%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=28216,"1,346",953,0:03:00,460,33.76%,44.73%,$0.00 
/site/TR/Bike/PAEBikeEvents?team_id=495154&pg=team&fr_id=28216,"1,344",928,0:02:48,707,47.68%,47.69%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28918,"1,342",760,0:04:02,281,36.11%,44.04%,$0.00 
/site/TR?fr_id=27051&pg=informational&sid=13240,"1,341","1,041",0:01:27,372,35.90%,30.28%,$0.00 
/site/TR?team_id=511703&fr_id=29055&pg=team,"1,339",817,0:03:58,780,49.30%,43.76%,$0.00 
/site/TR?fr_id=28215&pg=informational&sid=14153,"1,338",988,0:00:41,80,5.17%,10.24%,$0.00 
/site/TR/Bike/TXHBikeEvents?team_id=511666&pg=team&fr_id=29052,"1,337",989,0:01:55,269,35.09%,36.72%,$0.00 
