# ----------------------------------------
# Bike MS - Luminate Pages
# Exit Pages
# 20160401-20171214
# ----------------------------------------

Page,Exits,Pageviews,% Exit
/site/Donation2?57677.donation=form1&idb=1943956965&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=13025676&PROXY_TYPE=20&NONCE_TOKEN=01F40D93A2C6B7899F97917B4CC2B5AE&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,17,23,73.91%
/site/Donation2?57677.donation=form1&idb=232325966&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=3520384&PROXY_TYPE=20,17,40,42.50%
/site/Donation2?57798.donation=form1&idb=2024558616&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=12223736&PROXY_TYPE=20&NONCE_TOKEN=F4E9DD8BA523EBEE791F101C29F05620&s_tafId=538649,17,19,89.47%
/site/Donation2?57798.donation=form1&idb=204532125&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=13657834&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,17,17,100.00%
/site/Donation2?57798.donation=form1&idb=2100668311&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=16221298&PROXY_TYPE=20,17,34,50.00%
/site/Donation2?57798.donation=form1&idb=287037231&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15048928&PROXY_TYPE=20&NONCE_TOKEN=1F2F6AAD1AE52DECC9E63C62077C4D24,17,26,65.38%
/site/Donation2?57825.donation=form1&idb=2107071061&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=15709044&PROXY_TYPE=20&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,17,48,35.42%
/site/Donation2?58752.donation=form1&idb=1997513236&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=511168&PROXY_TYPE=22&NONCE_TOKEN=0EF81EE2F3855AD0984E97FD40F4EF31,17,30,56.67%
/site/Donation2?58752.donation=form1&idb=252142114&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=15787366&PROXY_TYPE=20,17,21,80.95%
/site/Donation2?58752.donation=form1&idb=634223236&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=13360705&PROXY_TYPE=20,17,25,68.00%
/site/Donation2?idb=1037107341&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=451932&PROXY_TYPE=22&55952.donation=form1,17,20,85.00%
/site/Donation2?idb=1047401534&df_id=55754&55754.donation=form1&FR_ID=27190&mfc_pref=T&PROXY_ID=13909895&PROXY_TYPE=20,17,26,65.38%
/site/Donation2?idb=1072378671&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=15395818&PROXY_TYPE=20&56012.donation=form1,17,19,89.47%
/site/Donation2?idb=11074276&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15911080&55820.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,17,23,73.91%
/site/Donation2?idb=1160759132&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=5390555&PROXY_TYPE=20&55952.donation=form1,17,40,42.50%
/site/Donation2?idb=1170116908&df_id=55896&FR_ID=27080&mfc_pref=T&PROXY_ID=13533744&PROXY_TYPE=20&55896.donation=form1&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,17,19,89.47%
/site/Donation2?idb=1179556947&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=1877572&PROXY_TYPE=20&55817.donation=form1,17,25,68.00%
/site/Donation2?idb=1188239961&df_id=57786&FR_ID=28207&mfc_pref=T&PROXY_ID=14789763&57786.donation=form1&PROXY_TYPE=20,17,31,54.84%
/site/Donation2?idb=1219055711&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15722553&PROXY_TYPE=20&NONCE_TOKEN=005F373D75B5BE88564715B7BAB67801&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,17,33,51.52%
/site/Donation2?idb=1238236473&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15747865&PROXY_TYPE=20,17,24,70.83%
/site/Donation2?idb=1254052492&df_id=55802&FR_ID=27775&mfc_pref=T&PROXY_ID=1798923&PROXY_TYPE=20&55802.donation=form1&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,17,28,60.71%
/site/Donation2?idb=1301527768&df_id=57667&FR_ID=28099&mfc_pref=T&PROXY_ID=11599475&57667.donation=form1&PROXY_TYPE=20&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,17,18,94.44%
/site/Donation2?idb=1302416059&df_id=55827&FR_ID=27178&mfc_pref=T&PROXY_ID=15407044&PROXY_TYPE=20&55827.donation=form1,17,22,77.27%
/site/Donation2?idb=1336100524&df_id=56530&56530.donation=form1&FR_ID=27426&mfc_pref=T&PROXY_ID=12806117&PROXY_TYPE=20,17,21,80.95%
/site/Donation2?idb=1350259371&df_id=58140&58140.donation=form1&FR_ID=28847&mfc_pref=T&PROXY_ID=11767274&PROXY_TYPE=20,17,45,37.78%
/site/Donation2?idb=1394811459&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=15707980&PROXY_TYPE=20,17,30,56.67%
/site/Donation2?idb=1398971495&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=6139130&55821.donation=form1&PROXY_TYPE=20,17,38,44.74%
/site/Donation2?idb=1466194107&df_id=55815&FR_ID=27065&mfc_pref=T&PROXY_ID=11287922&55815.donation=form1&PROXY_TYPE=20,17,51,33.33%
/site/Donation2?idb=1483334071&57799.donation=form1&df_id=57799&FR_ID=28215&mfc_pref=T&PROXY_ID=2239838&PROXY_TYPE=20,17,35,48.57%
/site/Donation2?idb=1530766558&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=3292527&PROXY_TYPE=20,17,35,48.57%
/site/Donation2?idb=1603363920&58221.donation=form1&df_id=58221&FR_ID=28384&mfc_pref=T&PROXY_ID=15790059&PROXY_TYPE=20&amp;df_id=58221&amp;58221.donation=root&amp;FR_ID=28384&amp;PROXY_ID=15790059&amp;PROXY_TYPE=20&amp;mfc_pref=T,17,24,70.83%
/site/Donation2?PROXY_ID=15686543&NONCE_TOKEN=AC5516BF482026753B42210278B6737D&s_src=boundlessfundraising&mfc_pref=T&df_id=57826&idb=1145292934&57826.donation=form1&s_subsrc=bfDskFbPfStream&PROXY_TYPE=20&FR_ID=28263,17,33,51.52%
/site/Donation2?PROXY_TYPE=20&idb=2114784977&mfc_pref=T&58223.donation=form1&NONCE_TOKEN=2FE3F4E2995F3B7225E367F94D0C75AF&s_subsrc=bfDskFbPfStream&df_id=58223&s_src=boundlessfundraising&FR_ID=28892&PROXY_ID=15444137,17,19,89.47%
/site/Donation2?55835.donation=form1&idb=583683528&df_id=55835&FR_ID=27059&mfc_pref=T&PROXY_ID=12937338&PROXY_TYPE=20,16,44,36.36%
/site/Donation2?57677.donation=form1&idb=1131991721&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=16102276&PROXY_TYPE=20,16,26,61.54%
/site/Donation2?57677.donation=form1&idb=1933495017&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=15922117&PROXY_TYPE=20,16,31,51.61%
/site/Donation2?57798.donation=form1&idb=1344138841&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=502895&PROXY_TYPE=22&NONCE_TOKEN=355103419F85B11BF13B02147654F241,16,28,57.14%
/site/Donation2?57798.donation=form1&idb=1873278826&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=10007584&PROXY_TYPE=20,16,34,47.06%
/site/Donation2?57798.donation=form1&idb=530960834&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=16272051&PROXY_TYPE=20&57798.donation=root&amp;df_id=57798&amp;FR_ID=28216&amp;PROXY_ID=16272051&amp;PROXY_TYPE=20&amp;idb=1825259298&amp;mfc_pref=T,16,23,69.57%
/site/Donation2?57798.donation=form1&idb=585362362&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=16044808&PROXY_TYPE=20,16,27,59.26%
/site/Donation2?57825.donation=form1&idb=1631576212&df_id=57825&FR_ID=28222&mfc_pref=T&PROXY_ID=1843465&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,16,24,66.67%
/site/Donation2?57857.donation=form1&idb=1286260860&df_id=57857&FR_ID=28283&mfc_pref=T&PROXY_ID=16090739&PROXY_TYPE=20&NONCE_TOKEN=849103A78B11E3A23B253BA449213184&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,16,21,76.19%
/site/Donation2?58752.donation=form1&idb=1231211330&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16258881&PROXY_TYPE=20,16,16,100.00%
/site/Donation2?58752.donation=form1&idb=1687473886&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16136878&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,16,20,80.00%
/site/Donation2?58752.donation=form1&idb=262255441&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=7184143&PROXY_TYPE=20,16,26,61.54%
/site/Donation2?58752.donation=form1&idb=964975042&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16322328&PROXY_TYPE=20,16,40,40.00%
/site/Donation2?idb=1015551149&df_id=55896&FR_ID=27080&mfc_pref=T&PROXY_ID=11035308&PROXY_TYPE=20&55896.donation=form1,16,31,51.61%
/site/Donation2?idb=1026370112&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=15311553&PROXY_TYPE=20&NONCE_TOKEN=24293CBCAB6FF226E8821875F7C018D4,16,17,94.12%
/site/Donation2?idb=1027389671&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15811990&PROXY_TYPE=20&NONCE_TOKEN=6FBBC71E4A4BEB85E6F33EB7CD448998&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,16,23,69.57%
/site/Donation2?idb=1037003398&df_id=58830&FR_ID=29059&mfc_pref=T&PROXY_ID=10227496&58830.donation=form1&PROXY_TYPE=20,16,22,72.73%
/site/Donation2?idb=1045096981&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=11437360&PROXY_TYPE=20&55825.donation=form1&s_subsrc=bfAphFbPfMsg&s_src=boundlessfundraising,16,28,57.14%
/site/Donation2?idb=1079025617&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15811990&PROXY_TYPE=20&NONCE_TOKEN=762A6F2A7BD8BCDD6FBF7F80CBBA74E8&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,16,19,84.21%
/site/Donation2?idb=1092931716&df_id=57667&FR_ID=28099&mfc_pref=T&PROXY_ID=14886307&57667.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=37D0084C9C82613EFEAE31231A3BF50A,16,21,76.19%
/site/Donation2?idb=1093566835&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15650096&PROXY_TYPE=20,16,23,69.57%
/site/Donation2?idb=1095211969&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15364793&PROXY_TYPE=20&55825.donation=form1,16,20,80.00%
/site/Donation2?idb=1110488062&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=1851541&55820.donation=form1&PROXY_TYPE=20,16,31,51.61%
/site/Donation2?idb=1112285554&df_id=58228&FR_ID=28893&mfc_pref=T&PROXY_ID=15926990&58228.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,16,30,53.33%
/site/Donation2?idb=1112622154&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=14467030&PROXY_TYPE=20&56012.donation=form1&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,16,17,94.12%
/site/Donation2?idb=1140455705&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=7841192&PROXY_TYPE=20&57849.donation=form1&amp;df_id=57849&idb=1058436673&amp;FR_ID=28272&amp;57849.donation=root&amp;PROXY_ID=7841192&amp;PROXY_TYPE=20&amp;mfc_pref=T,16,35,45.71%
/site/Donation2?idb=117515530&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=9635865&PROXY_TYPE=20&55817.donation=form1&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,16,34,47.06%
/site/Donation2?idb=1176729181&df_id=55817&FR_ID=27041&mfc_pref=T&PROXY_ID=5853407&PROXY_TYPE=20&55817.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,16,27,59.26%
/site/Donation2?idb=1186163965&df_id=55822&FR_ID=27695&mfc_pref=T&PROXY_ID=11194242&PROXY_TYPE=20&55822.donation=form1&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,16,28,57.14%
/site/Donation2?idb=1195210986&df_id=57991&57991.donation=form1&FR_ID=28813&mfc_pref=T&PROXY_ID=12865581&PROXY_TYPE=20&NONCE_TOKEN=F26A805D60B4B3B77C48066F55793803,16,24,66.67%
/site/Donation2?idb=1219636427&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=9479416&PROXY_TYPE=20&s_subsrc=bfIphEmPfMsg&s_src=boundlessfundraising,16,19,84.21%
/site/Donation2?idb=1222769874&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=15057687&PROXY_TYPE=20&NONCE_TOKEN=058519803E7D892F460B771617BDBD97&s_subsrc=bfIphLiPfMsg&s_src=boundlessfundraising,16,28,57.14%
/site/Donation2?idb=1254043975&57801.donation=form1&df_id=57801&FR_ID=28217&mfc_pref=T&PROXY_ID=15508384&PROXY_TYPE=20&NONCE_TOKEN=D50026895900F10D82F96D24D182E977,16,35,45.71%
/site/Donation2?idb=1263560012&df_id=57667&FR_ID=28099&mfc_pref=T&PROXY_ID=6203406&57667.donation=form1&PROXY_TYPE=20&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,16,33,48.48%
/site/Donation2?idb=1275694057&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=1817237&PROXY_TYPE=20&56012.donation=form1,16,21,76.19%
/site/Donation2?idb=1309805413&58221.donation=form1&df_id=58221&FR_ID=28384&mfc_pref=T&PROXY_ID=15347517&PROXY_TYPE=20,16,31,51.61%
/site/Donation2?idb=1320394567&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=14728725&55820.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,16,19,84.21%
/site/Donation2?idb=1328169425&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15537526&PROXY_TYPE=20,16,29,55.17%
/site/Donation2?idb=1347541761&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=12340165&55820.donation=form1&PROXY_TYPE=20&amp;df_id=55820&amp;55820.donation=root&amp;FR_ID=28105&amp;PROXY_ID=12340165&amp;PROXY_TYPE=20&amp;mfc_pref=T,16,28,57.14%
/site/Donation2?idb=1353601468&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=15442948&PROXY_TYPE=20&55952.donation=form1&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,16,32,50.00%
/site/Donation2?idb=1382696435&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=3760105&PROXY_TYPE=20,16,26,61.54%
/site/Donation2?idb=1412064007&df_id=57873&FR_ID=28287&mfc_pref=T&57873.donation=form1&PROXY_ID=7614295&PROXY_TYPE=20,16,27,59.26%
/site/Donation2?idb=1424665345&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=11525056&PROXY_TYPE=20&55825.donation=form1,16,21,76.19%
/site/Donation2?idb=1457320737&df_id=57772&FR_ID=28196&mfc_pref=T&PROXY_ID=12822372&PROXY_TYPE=20&57772.donation=form1,16,20,80.00%
/site/Donation2?57677.donation=form1&idb=1392800243&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=15922117&PROXY_TYPE=20,15,19,78.95%
/site/Donation2?57677.donation=form1&idb=2052954032&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=10548940&PROXY_TYPE=20&57677.donation=root&df_id=57677&FR_ID=28124&PROXY_ID=10548940&PROXY_TYPE=20&idb=,15,33,45.45%
/site/Donation2?57677.donation=form1&idb=2139671248&df_id=57677&FR_ID=28104&mfc_pref=T&PROXY_ID=5853407&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,15,29,51.72%
/site/Donation2?57677.donation=form1&idb=215473319&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=3773601&PROXY_TYPE=20&NONCE_TOKEN=0A0241F1E2C804E8AE19AE65CA63952B&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,15,18,83.33%
/site/Donation2?57677.donation=form1&idb=994615095&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=7874082&PROXY_TYPE=20,15,23,65.22%
/site/Donation2?57798.donation=form1&idb=1216730125&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=2245152&PROXY_TYPE=20&NONCE_TOKEN=4F0183CCE03EF853F225DC35633AE52A&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,15,15,100.00%
/site/Donation2?57798.donation=form1&idb=129184371&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=6907163&PROXY_TYPE=20&57798.donation=root&amp;df_id=57798&amp;FR_ID=28216&amp;PROXY_ID=6907163&amp;PROXY_TYPE=20&amp;idb=129855763&amp;mfc_pref=T,15,16,93.75%
/site/Donation2?57798.donation=form1&idb=1866712879&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15548278&PROXY_TYPE=20,15,24,62.50%
/site/Donation2?57798.donation=form1&idb=224624301&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=11220207&PROXY_TYPE=20,15,23,65.22%
/site/Donation2?57798.donation=form1&idb=303961994&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=15689331&PROXY_TYPE=20&NONCE_TOKEN=95DE4B9A60B40C09834B36BCAAF3D92E,15,25,60.00%
/site/Donation2?58752.donation=form1&idb=1344892701&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16181640&PROXY_TYPE=20&NONCE_TOKEN=4A29DF99312DF86BEB27A3CEBB453773,15,19,78.95%
/site/Donation2?58752.donation=form1&idb=1569413977&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=2466142&PROXY_TYPE=20&NONCE_TOKEN=DDD75E681A9BAC05E9006C3F5CB0CDBB&s_subsrc=bfIphEmPfMsg&s_src=boundlessfundraising,15,29,51.72%
/site/Donation2?58752.donation=form1&idb=1988690656&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=11437360&PROXY_TYPE=20&NONCE_TOKEN=2D1ADE4C95C8E279A331EB91FB67630A&s_subsrc=bfAphFbPfSched&s_src=boundlessfundraising,15,23,65.22%
/site/Donation2?58752.donation=form1&idb=407710162&df_id=58752&FR_ID=29055&mfc_pref=T&PROXY_ID=16224433&PROXY_TYPE=20,15,25,60.00%
/site/Donation2?df_id=57772&PROXY_ID=15443101&PROXY_TYPE=20&FR_ID=28196&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,15,30,50.00%
/site/Donation2?idb=1007714890&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=6514915&PROXY_TYPE=20&s_subsrc=adwords-link&s_scr=bike-fy17-txh-reg-cpc,15,24,62.50%
/site/Donation2?idb=1042059159&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=468468&PROXY_TYPE=22&56012.donation=form1,15,36,41.67%
/site/Donation2?idb=1068492323&df_id=58830&FR_ID=29059&mfc_pref=T&PROXY_ID=13875206&58830.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=DBD6CE42056368360BCB68F2D49677AF,15,23,65.22%
/site/Donation2?idb=1121029222&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15620140&PROXY_TYPE=20&NONCE_TOKEN=A0745311FA686428E4DBEEEB8FF47417&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,15,19,78.95%
/site/Donation2?idb=1126749660&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=14801750&PROXY_TYPE=20&NONCE_TOKEN=FAAC52C35C73E97799B65AF62FF3EBDF&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,15,24,62.50%
/site/Donation2?idb=1131047065&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=15685025&57754.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=F48FE500E05DE56E4BA49036DBC4C1C7&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,15,23,65.22%
/site/Donation2?idb=1173680449&df_id=58509&58509.donation=form1&FR_ID=28911&mfc_pref=T&PROXY_ID=15434833&PROXY_TYPE=20&NONCE_TOKEN=51C1818879E99EFAD76A4C5810EAD48D&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,15,37,40.54%
/site/Donation2?idb=1194585370&df_id=58223&58223.donation=form1&FR_ID=28892&mfc_pref=T&PROXY_ID=2385180&PROXY_TYPE=20&NONCE_TOKEN=E4A83D9F1A8F2978110A3F16409B46DA,15,40,37.50%
/site/Donation2?idb=1226734632&df_id=58830&FR_ID=29059&mfc_pref=T&PROXY_ID=513810&58830.donation=form1&PROXY_TYPE=22&NONCE_TOKEN=78F1B86E665B075AEE3758DC9282931E,15,39,38.46%
/site/Donation2?idb=1233008002&df_id=57667&FR_ID=28099&mfc_pref=T&PROXY_ID=4347728&57667.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=0230A72DED7F59A158FF8703BDD1154A&s_subsrc=:sub_source&s_src=boundlessfundraising,15,18,83.33%
/site/Donation2?idb=1288752011&df_id=55822&FR_ID=27693&mfc_pref=T&PROXY_ID=472442&PROXY_TYPE=22&55822.donation=form1,15,24,62.50%
/site/Donation2?idb=1336582071&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=12670301&57754.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=2160DBAEA000BBFE14A12F8524E31E30&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,15,24,62.50%
/site/Donation2?idb=1342472085&df_id=57897&57897.donation=form1&FR_ID=28311&mfc_pref=T&PROXY_ID=16074798&PROXY_TYPE=20,15,38,39.47%
/site/Donation2?idb=1380033726&df_id=58231&FR_ID=28894&mfc_pref=T&58231.donation=form1&PROXY_ID=15475570&PROXY_TYPE=20,15,27,55.56%
/site/Donation2?idb=1406089598&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=14821668&PROXY_TYPE=20,15,16,93.75%
/site/Donation2?idb=143253005&df_id=57786&FR_ID=28207&mfc_pref=T&PROXY_ID=9381298&57786.donation=form1&PROXY_TYPE=20,15,23,65.22%
/site/Donation2?idb=1438329574&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=15180118&55820.donation=form1&PROXY_TYPE=20,15,21,71.43%
/site/Donation2?idb=1448139516&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15790366&55820.donation=form1&PROXY_TYPE=20,15,18,83.33%
/site/Donation2?idb=1487910320&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=11265196&PROXY_TYPE=20&55817.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,15,22,68.18%
/site/Donation2?idb=1495720580&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=5962592&PROXY_TYPE=20&55825.donation=form1&s_tafId=547719,15,15,100.00%
/site/Donation2?idb=1498544452&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=15334842&PROXY_TYPE=20&57849.donation=form1,15,23,65.22%
/site/Donation2?idb=1521845993&df_id=58223&58223.donation=form1&FR_ID=28892&mfc_pref=T&PROXY_ID=12233842&PROXY_TYPE=20&NONCE_TOKEN=CAF9782DD643370B92AE11B98D07E91C&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,15,34,44.12%
/site/Donation2?idb=1530321500&df_id=57196&FR_ID=27923&mfc_pref=T&PROXY_ID=14927682&PROXY_TYPE=20&57196.donation=form1,15,20,75.00%
/site/Donation2?idb=154300142&df_id=58223&58223.donation=form1&FR_ID=28892&mfc_pref=T&PROXY_ID=15444137&PROXY_TYPE=20&NONCE_TOKEN=8982F404DE447E12E39A82C342DC6049&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,15,16,93.75%
/site/Donation2?idb=1580255771&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=10446072&PROXY_TYPE=20,15,39,38.46%
/site/Donation2?idb=1766504143&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15711246&PROXY_TYPE=20&NONCE_TOKEN=019CA728BCE68398C438F41693D15B7F&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,15,15,100.00%
/site/Donation2?idb=1773033942&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15680271&PROXY_TYPE=20&NONCE_TOKEN=008983CC3216B0EDE75465585443A8AF,15,22,68.18%
/site/Donation2?PROXY_ID=15638456&mfc_pref=T&57826.donation=form1&idb=1090732112&FR_ID=28263&df_id=57826&PROXY_TYPE=20,15,19,78.95%
/site/Donation2?55835.donation=form1&idb=2135624795&df_id=55835&FR_ID=27059&mfc_pref=T&PROXY_ID=12764345&PROXY_TYPE=20&s_subsrc=bfAphFbPfSched&s_src=boundlessfundraising,14,28,50.00%
/site/Donation2?55835.donation=form1&idb=727260407&df_id=55835&FR_ID=27059&mfc_pref=T&PROXY_ID=12201489&PROXY_TYPE=20&55835.donation=root&amp;df_id=55835&amp;FR_ID=27059&amp;PROXY_ID=12201489&amp;PROXY_TYPE=20&amp;idb=527986352&amp;mfc_pref=T,14,35,40.00%
/site/Donation2?56020.donation=form1&idb=582554712&df_id=56020&FR_ID=27149&mfc_pref=T&PROXY_ID=14719266&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,14,22,63.64%
/site/Donation2?57677.donation=form1&idb=1052872872&df_id=57677&FR_ID=28104&mfc_pref=T&PROXY_ID=1835982&PROXY_TYPE=20&57677.donation=root&amp;df_id=57677&amp;FR_ID=28104&amp;PROXY_ID=1835982&amp;PROXY_TYPE=20&amp;idb=1812913302&amp;mfc_pref=T,14,47,29.79%
/site/Donation2?57677.donation=form1&idb=113556397&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=15773884&PROXY_TYPE=20&NONCE_TOKEN=D98FAB52E0A6211AD6F7ABAD3501A06A&s_subsrc=bfIphFbPfSched&s_src=boundlessfundraising,14,16,87.50%
/site/Donation2?57677.donation=form1&idb=904445946&df_id=57677&FR_ID=28124&mfc_pref=T&PROXY_ID=7874082&PROXY_TYPE=20,14,29,48.28%
/site/Donation2?57798.donation=completed&idb=204990216&df_id=57798&FR_ID=28216&mfc_pref=T&PROXY_ID=14578328&PROXY_TYPE=20&57798.donation=root,14,17,82.35%
